0	2.14383
4.00E-06	2.25959
8.00E-06	2.05399
1.20E-05	1.56055
1.60E-05	0.84638
2.00E-05	0.0135682
2.40E-05	-0.818596
2.80E-05	-1.5379
3.20E-05	-2.03553
3.60E-05	-2.25222
4.00E-05	-2.14983
4.40E-05	-1.74558
4.80E-05	-1.09373
5.20E-05	-0.289901
5.60E-05	0.556433
6.00E-05	1.32469
6.40E-05	1.90636
6.80E-05	2.22256
7.20E-05	2.22529
7.60E-05	1.91667
8.00E-05	1.33757
8.40E-05	0.573176
8.80E-05	-0.27364
9.20E-05	-1.08198
9.60E-05	-1.73625
1.00E-04	-2.1471
0.000104	-2.2577
0.000108	-2.04953
0.000112	-1.554
0.000116	-0.840168
0.00012	-0.00800462
0.000124	0.825129
0.000128	1.54268
0.000132	2.04369
0.000136	2.25717
0.00014	2.15446
0.000144	1.7481
0.000148	1.09624
0.000152	0.291762
0.000156	-0.555375
0.00016	-1.32282
0.000164	-1.90368
0.000168	-2.21842
0.000172	-2.22212
0.000176	-1.91382
0.00018	-1.33586
0.000184	-0.570347
0.000188	0.274858
0.000192	1.08223
0.000196	1.7378
0.0002	2.14802
0.000204	2.25717
0.000208	2.04949
0.000212	1.55443
0.000216	0.840101
0.00022	0.00745056
0.000224	-0.824713
0.000228	-1.5408
0.000232	-2.04326
0.000236	-2.25689
0.00024	-2.15402
0.000244	-1.74623
0.000248	-1.09647
0.000252	-0.290544
0.000256	0.555789
0.00026	1.32228
0.000264	1.90572
0.000268	2.21998
0.000272	2.22336
0.000276	1.91328
0.00028	1.33628
0.000284	0.571566
0.000288	-0.276699
0.000292	-1.0831
0.000296	-1.73641
0.0003	-2.14726
0.000304	-2.25689
0.000308	-2.04825
0.000312	-1.55433
0.000316	-0.838719
0.00032	-0.00639471
0.000324	0.8269
0.000328	1.54251
0.000332	2.04337
0.000336	2.25669
0.00034	2.15349
0.000344	1.74826
0.000348	1.09592
0.000352	0.290957
0.000356	-0.55457
0.00036	-1.32073
0.000364	-1.90513
0.000368	-2.21874
0.000372	-2.22163
0.000376	-1.91189
